movie,year,mins,genres,directors,actors
crash-2004,2004,112.0,['drama'],['paul-haggis'],"['sandra-bullock', 'don-cheadle', 'matt-dillon', 'jennifer-esposito', 'michael-pena', 'terrence-howard', 'thandiwe-newton', 'brendan-fraser', 'nona-gaye', 'ludacris-1', 'ashlyn-sanchez', 'marina-sirtis', 'larenz-tate', 'beverly-todd', 'kathleen-york', 'keith-david', 'william-fichtner', 'daniel-dae-kim', 'ryan-phillippe', 'karina-arroyave', 'dato-bakhtadze', 'art-chudabala', 'tony-danza', 'loretta-devine', 'ime-etuk', 'eddie-j-fernandez', 'howard-fong', 'billy-gallo', 'ken-garito', 'octavio-gomez-berrios', 'james-haggis', 'sylva-kelegian', 'jayden-lund', 'jack-mcgee', 'amanda-moresco', 'martin-norseman', 'joe-ordaz', 'greg-joung-paik', 'yomi-perry', 'alexis-rhee', 'molly-schaffer', 'paul-e-short', 'bahar-soomekh', 'allan-steele', 'kate-super', 'glenn-taranto', 'shaun-toub', 'curt-clendenin', 'bruce-kirby', 'sean-cory']"
the-croods,2013,98.0,"['adventure', 'fantasy', 'family', 'comedy', 'animation', 'action']","['chris-sanders', 'kirk-demicco']","['nicolas-cage', 'emma-stone', 'ryan-reynolds', 'catherine-keener', 'cloris-leachman', 'clark-duke', 'chris-sanders', 'randy-thom']"
blast-from-the-past,1999,112.0,"['comedy', 'drama', 'romance']",['hugh-wilson'],"['brendan-fraser', 'alicia-silverstone', 'christopher-walken', 'sissy-spacek', 'dave-foley', 'joey-slotnick', 'rex-linn', 'deborah-kellner', 'nathan-fillion', 'jenifer-lewis', 'cynthia-mace', 'don-yesso', 'carmen-more', 'dale-raoul', 'hayden-tank-1', 'ryan-sparks', 'douglas-smith', 'scott-thomson', 'ted-kairys', 'harry-s-murphy', 'wendel-meldrum', 'richard-gilbert-hill', 'steve-bean', 'ann-ryerson', 'donovan-scott', 'hugh-wilson', 'john-roselius', 'bill-gratton', 'william-duffy', 'bill-stevenson-2', 'j-bruce-eckert', 'karen-geraghty', 'christopher-holloway', 'harrison-young', 'jazzmun', 'hannah-kozak', 'dori-mizrahi', 'fred-pierce', 'annie-odonnell', 'caroline-wilson-2', 'julie-zelman', 'monty-ash', 'sheila-shaw', 'michael-hagiwara', 'todd-susman', 'rosalee-mayeux', 'danny-zorn', 'rod-britt', 'robb-skyler', 'todd-robert-anderson', 'michael-gallagher', 'mary-ann-hermansen', 'jonathan-stockwell-baker', 'brian-blondell', 'sonya-eddy', 'mary-portser', 'hubert-hodgin', 'gary-cruz', 'robert-sacchi', 'gina-raye-carter']"
bitter-moon,1992,139.0,"['thriller', 'romance', 'drama']",['roman-polanski'],"['peter-coyote', 'emmanuelle-seigner', 'hugh-grant', 'kristin-scott-thomas', 'victor-banerjee', 'sophie-patel', 'patrick-albenque', 'smilja-mihailovitch', 'leo-eckmann', 'luca-vellani', 'richard-dieux-1', 'danny-wuyts', 'daniel-dhubert', 'nathalie-galan', 'eric-gonzales', 'jim-adhi-limas', 'boris-bergman', 'olivia-brunaux', 'heavon-grant', 'charlene-2', 'geoffrey-carey', 'robert-benmussa', 'claire-lopez', 'shannon-finnegan', 'frederique-lopez', 'yse-tran', 'claude-bonnet', 'stockard-channing', 'jerome-frazer']"
juice,1992,96.0,"['thriller', 'action', 'drama', 'crime']",['ernest-r-dickerson'],"['omar-epps', 'tupac-shakur', 'khalil-kain', 'jermaine-hopkins', 'cindy-herron', 'samuel-l-jackson', 'queen-latifah', 'vincent-laresca', 'michael-badalucco', 'donald-faison', 'maggie-rush', 'bruklin-harris', 'bokeem-woodbine', 'grace-garland-1', 'john-p-jack-mclaughlin', 'norman-douglass', 'john-di-benedetto', 'george-o-gore-ii', 'victor-campos', 'eric-payne', 'sharon-cook', 'darien-berry', 'flex-alexander', 'rony-clanton', 'jacqui-dickerson', 'pablo-guzman', 'latanya-richardson-jackson', 'randy-frazier', 'oran-juice-jones', 'mitch-marchand-1', 'corwin-moore', 'lauren-jones', 'birdie-m-hale', 'lb-williams', 'eddie-joe', 'christopher-rubin', 'ed-lover', 'doctor-dre', 'fab-5-freddy', 'erick-sermon', 'parrish-pmd-smith', 'juanita-troy-keitt', 'treach', 'moses-edinborough', 'ed-special-ed-archer', 'stretch', 't-money', 'millicent-terraine', 'george-letrell', 'al-shaw-ki-moore', 'kool-dj-red-alert', 'yolanda-whitaker']"
transcendence,2014,119.0,"['drama', 'science-fiction', 'thriller', 'mystery']",['wally-pfister'],"['johnny-depp', 'rebecca-hall', 'paul-bettany', 'cillian-murphy', 'kate-mara', 'cole-hauser', 'morgan-freeman', 'clifton-collins-jr', 'cory-hardrict', 'falk-hentschel', 'josh-stewart-1', 'luce-rains', 'fernando-chien', 'steven-liu', 'xander-berkeley', 'lukas-haas', 'wallace-langham', 'james-burnett-1', 'sam-quinn', 'sam-webb', 'chris-gartin', 'olivia-taylor-dudley', 'abe-bueno-jallad-1', 'lauren-sivan', 'laramie-cooley', 'nancy-jeris', 'colin-jones-2', 'dylan-kenin', 'chad-brummett', 'antonio-del-prete', 'jon-kristian-moore', 'john-trejo', 'darren-p-leis', 'donna-brown-4', 'richard-daniel-williams', 'zack-carpenter', 'christina-lancellotti', 'kristen-rakes', 'seth-adkins', 'jaime-powers', 'lyn-quinn', 'kendra-tuthill', 'darrick-hurst', 'dennis-keiffer-1', 'elon-musk', 'fergaledgar', 'tureygua-inaru']"
clown-in-a-cornfield,2025,96.0,"['horror', 'mystery', 'thriller']",['eli-craig'],"['katie-douglas', 'aaron-abrams', 'carson-maccormac', 'vincent-muller-1', 'kevin-durand', 'will-sasso', 'cassandra-potenza', 'verity-marks', 'ayo-solanke', 'alexandre-martin-deakin', 'catherine-wreford', 'daina-leitold', 'jean-jacques-javier', 'noah-craig-1', 'heath-vermette', 'bradley-sawatzky', 'jeff-strome', 'dylan-mcewan', 'kaitlyn-bacon', 'blake-taylor-2', 'anders-strome', 'samantha-hutchings', 'robert-borges', 'bj-verot', 'darren-ross', 'krystle-snow', 'alan-castanga', 'ward-massner', 'brittney-naslund', 'william-whyte']"
jfk,1991,189.0,"['drama', 'history', 'thriller']",['oliver-stone'],"['kevin-costner', 'tommy-lee-jones', 'gary-oldman', 'kevin-bacon', 'michael-rooker-1', 'jack-lemmon', 'laurie-metcalf', 'sissy-spacek', 'joe-pesci', 'john-candy', 'pruitt-taylor-vince', 'jay-o-sanders', 'walter-matthau', 'sally-kirkland', 'donald-sutherland', 'ed-asner', 'brian-doyle-murray', 'ray-lepere', 'vincent-donofrio', 'tom-howard', 'lolita-davidovich-1', 'jim-garrison', 'wayne-knight', 'gary-grubbs', 'beata-pozniak', 'tony-plana', 'john-william-galt', 'ron-jackson-1', 'sean-stone', 'john-s-davies', 'tomas-milian', 'raul-aranas', 'gail-cronauer', 'gary-carter', 'james-n-harrell', 'ellen-mcelduff', 'jo-anderson', 'marco-perella', 'edwin-neal', 'darryl-cox', 'tj-kennedy', 'jj-johnston', 'r-bruce-elliott', 'william-larsen', 'wayne-tippit', 'dale-dye', 'jerry-douglas-1', 'ryan-macdonald', 'duane-grey', 'george-r-robertson', 'baxter-harris', 'john-seitz', 'alex-rodine', 'sam-stoneburner', 'bob-gunton', 'john-finnegan-1', 'walter-breaux', 'melodee-bowman', 'peter-maloney', 'richard-rutowski', 'bill-bolender', 'price-carson', 'gil-glasgow', 'bob-orwig', 'hugh-feagin', 'george-kelly', 'victor-kempster', 'john-larroquette', 'maria-mason', 'ron-rifkin', 'frank-whaley', 'kevin-beard', 'jeffrey-bornstein', 'marie-del-marco', 'alan-donnes', 'orlando-gallegos', 'robert-j-groden', 'chuck-kelley', 'codie-scott', 'martin-sheen', 'john-f-kennedy', 'anthony-ramirez', 'stanley-white', 'fidel-castro', 'jacqueline-kennedy', 'john-connally-1', 'richmond-hoxie', 'allison-pratt-davis', 'scott-krueger', 'ngo-inh-diem-1', 'agnes-aurelio', 'gary-taggart', 'ej-morris', 'cheryl-penland', 'jim-gough', 'perry-r-russo', 'mike-longman', 'ann-strub', 'pat-perkins-1', 'amy-long', 'red-mitchell', 'ronald-von-klaussen', 'michael-ozag', 'john-c-martin-1', 'henri-alciatore', 'willem-oltmans', 'roxie-m-frnka', 'zeke-mills', 'ray-redd', 'sally-nystuen-vahle', 'spain-logue', 'carolina-mccullough', 'barry-chambers', 'linda-flores-wade', 'alec-gifford', 'eric-a-vicini', 'michael-gurievsky', 'caroline-crosthwaite-eyre', 'helen-miller', 'harold-g-herthum-1', 'norman-davis-2', 'errol-mclendon', 'bruce-gelb', 'nathan-scott-7', 'jorge-fernandez-7', 'doug-jackson-1', 'murray-stokes', 'odin-k-langford', 'john-st-paul', 'roy-barnitt', 'alvin-spicuzza', 'carolyn-t-wright', 'henry-tull-iii', 'michael-skipper', 'id-brickman', 'joseph-nadell', 'chris-robinson-4', 'chris-renna-1', 'johnny-brink', 'david-benn', 'dalton-dearborn', 'merlyn-sexton', 'steve-f-price-jr', 'tom-bullock-4', 'ruary-oconnell', 'christopher-kosiciuk', 'john-reneau', 'larry-melton', 'carol-farabee', 'willie-minor', 'ted-pennebaker', 'bill-pickle', 'mykel-chaves', 'loys-t-bergeron', 'kristina-hare']"
eating-raoul,1982,87.0,"['comedy', 'horror', 'crime']",['paul-bartel-1'],"['paul-bartel-1', 'mary-woronov', 'robert-beltran', 'susan-saiger', 'richard-paul', 'john-shearin', 'darcy-pulliam', 'garry-goodrow', 'richard-blackburn', 'hamilton-camp', 'buck-henry', 'anna-mathias', 'ed-begley-jr', 'billy-curtis', 'john-paragon', 'edie-mcclurg', 'charles-b-griffith', 'john-landis', 'hanns-manship', 'lynn-hobart', 'mark-woods-2', 'ben-haller', 'roberta-spero', 'vernon-demetrius', 'arlene-harris-1', 'buster-wilson', 'marta-fergusson', 'pamela-carter', 'beans-morocco', 'allan-rich', 'ralph-brannen', 'don-steele', 'rick-waln', 'robert-v-barron', 'wendy-bartel', 'joe-dante']"
the-way-he-looks,2014,96.0,"['drama', 'romance']",['daniel-ribeiro-1'],"['ghilherme-lobo', 'fabio-audi', 'tess-amorim', 'lucia-romano', 'eucir-de-souza', 'selma-egrei', 'isabela-guasco', 'victor-filgueiras', 'pedro-carvalho-2', 'guga-auricchio', 'barbara-pereira', 'matheus-abreu', 'naruna-costa', 'julio-machado', 'renata-novaes']"
i-love-my-dad,2022,95.0,['comedy'],['james-morosini'],"['patton-oswalt', 'james-morosini', 'claudia-sulewski', 'rachel-dratch', 'lil-rel-howery', 'amy-landecker', 'ricky-velez']"
untraceable,2008,101.0,"['crime', 'horror', 'mystery', 'thriller', 'drama']",['gregory-hoblit-1'],"['diane-lane', 'billy-burke', 'colin-hanks', 'joseph-cross', 'mary-beth-hurt', 'peter-lewis', 'perla-haney-jardine', 'christopher-cousins', 'jesse-tyler-ferguson', 'brynn-baron', 'john-breen', 'dan-callahan', 'tyrone-giordano', 'erin-carufel', 'ryan-deal', 'betty-moyer', 'katie-ogrady', 'tim-dezarn', 'trina-adams']"
the-wild-thornberrys-movie,2002,85.0,"['adventure', 'family', 'comedy', 'animation']","['cathy-malkasian', 'jeff-mcgrath']","['lacey-chabert', 'tom-kane', 'cree-summer', 'tim-curry', 'lynn-redgrave', 'danielle-harris', 'flea', 'crystal-scales', 'kimberly-brooks', 'alfre-woodard', 'brock-peters', 'melissa-greenspan', 'alexandra-boyd', 'moira-quirk', 'jodi-carlisle', 'mae-whitman', 'marisa-tomei', 'rupert-everett', 'earl-boen', 'jack-angel', 'bob-bergen', 'bill-farmer', 'kevin-michael-richardson']"
wheels-on-meals,1984,108.0,"['crime', 'comedy', 'action', 'romance']",['sammo-hung-kam-bo-2'],"['jackie-chan', 'sammo-hung-kam-bo-2', 'yuen-biao', 'lola-forner', 'benny-urquidez', 'keith-vitali', 'herb-edelman', 'richard-ng-yiu-hon-2', 'john-shum-kin-fun', 'wu-ma', 'paul-chang-chung', 'blackie-ko-shou-liang', 'susana-sentis', 'jose-sancho', 'miguel-palenzuela', 'josep-lluis-fonoll', 'amparo-moreno', 'montserrat-julio', 'luis-monte', 'josep-l-dallester', 'miguel-aviles', 'mercedes-albert', 'carles-canut', 'chin-ka-lok', 'edmund-cupcupin', 'marilo-dominguez', 'pep-guinyol', 'mars', 'german-monzo', 'alejo-del-peral', 'juan-subatella', 'stanley-fung-shui-fan']"
the-viewing,2022,57.0,['horror'],['panos-cosmatos'],"['eric-andre', 'sofia-boutella', 'peter-weller', 'charlyne-yi', 'steve-agee', 'michael-therriault', 'saad-siddiqui', 'kevin-keppy']"
man-of-tai-chi,2013,106.0,"['action', 'drama']",['keanu-reeves'],"['tiger-chen-hu', 'keanu-reeves', 'karen-mok', 'yu-hai', 'ye-qing', 'simon-yam', 'yasuyuki-hirata', 'julius-brian-siswojo', 'helene-siwan-leclerc', 'michael-tong-man-lung', 'sam-lee', 'guo-jiulong', 'huang-jianxiang', 'zihan-xia', 'steve-yoo-1', 'iko-uwais', 'troy-sandford', 'ju-kun', 'jeremy-marinas', 'brahim-achabbakhe', 'alain-ngalani', 'han-feixing', 'ocean-hou', 'yin-chunxiong', 'chan-chiu', 'li-xingping', 'he-jun', 'silvio-simac', 'ni-haifeng', 'hao-yang', 'liu-wenhuan', 'zhou-min', 'tan-wei-ya', 'yu-na-3', 'wang-xiao-1', 'gong-chengqi', 'zhao-xiaodong', 'wolfgang-bern', 'steven-dasz', 'yuen-woo-ping-1', 'wong-man-chun', 'xia-xing-1']"
life-as-a-house,2001,125.0,['drama'],['irwin-winkler'],"['kevin-kline', 'hayden-christensen', 'kristin-scott-thomas', 'jena-malone', 'mary-steenburgen', 'ian-somerhalder', 'jamey-sheridan', 'scott-bakula', 'sandra-nelson', 'sam-robards', 'mike-weinberg', 'scotty-leavenworth', 'john-pankow', 'kim-delgado', 'barry-primus-1', 'margo-winkler', 'jon-foster']"
mr-nice-guy,1997,95.0,"['action', 'crime', 'comedy']",['sammo-hung-kam-bo-2'],"['jackie-chan', 'richard-norton', 'miki-lee', 'karen-mclymont', 'gabrielle-fitzpatrick', 'vince-poletto', 'barry-otto', 'sammo-hung-kam-bo-2', 'emil-chau-wah-kin', 'joyce-godenzi', 'peter-houghton', 'peter-lindsay', 'david-william-no', 'rachel-blakely', 'judy-green', 'stephen-friedrich', 'stuart-richie', 'jonathan-isgar', 'kyne-sedgeman', 'steve-kahlua', 'matthew-trihey', 'matthew-meersbergen', 'les-uzice', 'karl-ajami', 'frederick-macclure', 'bradley-james-allan', 'douglas-rocky-mcdonald', 'paul-andreovski', 'david-baldwin-2', 'kerry-blakeman', 'marky-lee-campbell', 'terry-carter-1', 'dennis-lundin', 'tony-doherty-1', 'cameron-douglas', 'paul-douglas-1', 'stuart-ellis', 'mark-fitzpatrick', 'stuart-fraser', 'michael-hammad', 'habby-heske', 'brent-houghton', 'richard-huggett', 'graham-jahne', 'chris-kemp', 'robert-lowe-1', 'ian-mall', 'izeqiel-mccoy', 'mike-menzies', 'jason-murphy-5', 'michael-noonan-2', 'george-novak', 'grant-page', 'puven-pather', 'harry-pavlidis', 'george-popovich', 'johnny-raaen', 'joseph-sayah', 'gary-shambrooke', 'vess-svorcan', 'davin-taylor', 'darko-tuscan', 'jade-weitering', 'damon-young', 'aaron-notarfrancesco', 'jake-notarfrancesco', 'frederick-miragliotta', 'nick-carrafa', 'rod-catteral', 'ben-mitchell', 'mark-neal-2', 'jerome-pride', 'keith-agius', 'greg-jamieson', 'matthew-dyktynski', 'salik-silverstein', 'lynne-murphy', 'nicholas-bufalo', 'shane-alexander', 'carla-bonner', 'chan-man-ching', 'andy-cheng', 'glen-chin', 'chong-laap-duk-sai-moon', 'rocky-lai-keung-ken', 'nicky-li-chung-chi-1', 'mars', 'dan-tucker-1']"
mysterious-object-at-noon,2000,89.0,"['documentary', 'mystery', 'drama']",['apichatpong-weerasethakul'],"['duangjai-hiransri-1', 'somsri-pinyopol', 'kannikar-narong', 'to-hanudomlapr', 'kongkiat-khomsiri', 'jaruwan-techasatiern', 'thanit-niyomprasit', 'chakree-duangklao']"
the-4th-man,1983,102.0,"['thriller', 'mystery']",['paul-verhoeven-3'],"['jeroen-krabbe', 'renee-soutendijk', 'thom-hoffman-1', 'dolf-de-vries', 'geert-de-jong', 'hans-veerman', 'hero-muller', 'caroline-de-beus', 'reinout-bussemaker', 'erik-j-meijer', 'ursul-de-geer', 'filip-bolluyt', 'hedda-lornie', 'paul-nygaard', 'guus-van-der-made']"
final-destination-2,2003,90.0,"['mystery', 'horror']",['david-r-ellis'],"['ali-larter', 'a-j-cook-1', 'michael-landes', 'david-paetkau', 'james-kirk', 'lynda-boyd', 'keegan-connor-tracy', 'jonathan-cherry', 'terrence-tc-carson', 'justina-machado', 'tony-todd', 'sarah-carter', 'alejandro-rae', 'shaun-sipos', 'andrew-airlie', 'christina-jastrzembska', 'eileen-pedde', 'jill-krop', 'marrett-green', 'don-bell-1', 'odessa-munroe', 'noel-fisher', 'benita-ha', 'aaron-douglas-1', 'eric-keenleyside', 'enid-raye-adams', 'fred-henderson', 'veena-sood', 'david-purvis', 'marke-driesschen', 'darcy-laurie-1', 'john-r-taylor', 'alf-humphreys', 'chilton-crane', 'sarah-j-kamal', 'klodyne-rodney', 'rheta-hutton', 'john-stewart-1', 'cam-cronin', 'alison-matthews', 'mark-lukyn', 'lorne-stewart-1', 'jenny-lang']"
respect-2021,2021,145.0,"['drama', 'music', 'history']",['liesl-tommy'],"['jennifer-hudson', 'forest-whitaker', 'marlon-wayans', 'audra-mcdonald', 'mary-j-blige', 'marc-maron-1', 'tituss-burgess', 'saycon-sengbloh-1', 'hailey-kilgore', 'tate-donovan', 'skye-dakota-turner', 'heather-headley', 'leroy-mcclain', 'lodric-d-collins', 'brenda-nicole-moorer', 'brandon-gilpin', 'tangela-large', 'albert-jones', 'myk-watford', 'gilbert-glenn-brown', 'kimberly-scott', 'nevaeh-moore', 'victoria-paige-watkins', 'christopher-daniel', 'zach-strum']"
yes-man,2008,104.0,"['romance', 'comedy']",['peyton-reed'],"['jim-carrey', 'zooey-deschanel', 'bradley-cooper', 'john-michael-higgins', 'rhys-darby', 'danny-masterson', 'fionnula-flanagan', 'terence-stamp', 'sasha-alexander-1', 'molly-sims', 'brent-briscoe', 'rocky-carroll', 'john-cothran', 'spencer-garrett', 'luis-guzman-1', 'kai-lennox', 'cecelia-antoinette', 'stephanie-hodge-1', 'jamie-denbo', 'rebecca-corry', 'anna-khaja', 'roni-meron', 'heidi-herschbach', 'vivian-bang-1', 'kat-sawyer-young', 'sean-obryan', 'shelby-zemanek', 'patrick-labyorteaux', 'alfred-de-contreras', 'peter-giles', 'whit-anderson', 'pride-grinn', 'kerry-hoyt', 'maile-flanagan', 'graham-shiels', 'brandon-walter', 'emily-chen', 'ashley-martinez', 'kenny-searle', 'john-h-song', 'lauren-kim', 'mike-gomez', 'ej-callahan', 'kelly-harris', 'becky-kupersmith', 'jillian-iva-meador', 'jarrad-paul', 'aaron-takahashi', 'jon-baggio', 'peter-spellos', 'william-will-simm', 'jackie-harris-greenberg', 'trent-minx', 'sally-stevens', 'eric-bradley', 'teri-eiko-koide', 'guy-maeda', 'john-pagano', 'lisa-long', 'mary-pat-green', 'matt-miller', 'jr-nutt', 'lance-wesley', 'katsy-chappell', 'poetri', 'trisha-paytas', 'michael-papajohn']"
urban-legends-bloody-mary,2005,93.0,"['horror', 'mystery']",['mary-lambert'],"['kate-mara', 'robert-vito', 'tina-lifford', 'ed-marinaro', 'michael-coe', 'lillith-fields', 'nancy-everhard', 'audra-lea-keener', 'don-shanks', 'jeff-olson', 'nate-herd', 'brandon-sacks', 'hailey-evans', 'olesya-rulin', 'haley-mccormick', 'charlene-baptista', 'daniel-b-culmer', 'cameron-jones-8', 'matt-mascaro', 'lisa-k-lambert', 'michael-todd-behrens', 'rooney-mara', 'hailey-cunningham', 'ann-poll', 'mark-dewolfe', 'brandy-vega-1', 'jim-jepson', 'grant-lee-peterson']"
the-rescuers,1977,78.0,"['family', 'adventure', 'animation', 'fantasy']","['john-lounsbery', 'wolfgang-reitherman']","['bob-newhart', 'eva-gabor', 'geraldine-page', 'joe-flynn', 'jeanette-nolan', 'pat-buttram', 'jim-jordan', 'john-mcintire', 'michelle-stacy', 'bernard-fox', 'larry-clemmons', 'james-macdonald', 'george-lindsey', 'bill-mcmillian', 'dub-taylor', 'john-fiedler', 'robie-lester', 'peter-renaday']"
the-ring-2002,2002,115.0,"['mystery', 'horror']",['gore-verbinski'],"['naomi-watts', 'martin-henderson', 'david-dorfman', 'brian-cox-2', 'jane-alexander', 'lindsay-frost', 'amber-tamblyn', 'rachael-bella', 'daveigh-chase', 'shannon-cochran', 'sandra-thigpen', 'richard-lineback', 'sasha-barrese', 'tess-hall', 'adam-brody', 'alan-blumenfeld', 'pauley-perrette', 'joe-chrest', 'stephanie-erb', 'joanna-lin-black', 'michael-spound', 'art-frankel', 'billy-lloyd', 'sara-rue', 'keith-campbell', 'ronald-william-lawrence', 'lindsey-stoddart', 'joe-sabatino', 'aixa-clemente', 'coleen-maloney', 'catherine-paolone', 'maura-mcnamara', 'david-povall-1', 'gary-carlos-cervantes-1', 'chuck-hicks']"
the-lost-daughter-2021,2021,122.0,['drama'],['maggie-gyllenhaal'],"['olivia-colman', 'jessie-buckley', 'dakota-johnson', 'ed-harris', 'paul-mescal', 'peter-sarsgaard', 'dagmara-dominczyk', 'jack-farthing', 'alba-rohrwacher', 'oliver-jackson-cohen', 'panos-koronis', 'robyn-elwell', 'ellie-mae-blake', 'alexandros-mylonas', 'nikos-poursanidis', 'athena-martin-anderson', 'spyros-maragoudakis', 'konstantinos-samaa', 'emmanouela-zacharopoulou', 'alma-stansil', 'daniela-babek', 'ellie-james', 'isabelle-della-porta', 'vassilis-koukalani-1']"
adult-swim-yule-log,2022,92.0,"['science-fiction', 'horror', 'comedy']",['casper-kelly'],"['andrea-laing', 'justin-miles', 'hannah-alline-1', 'sean-hankinson', 'danielia-maximillian', 'skye-passmore', 'charles-green-3', 'megan-hayes', 'tordy-clark', 'brendan-patrick-connor', 'mark-costello', 'jonathon-pawlowski', 'paxton-pope', 'koleman-adams', 'michael-reagan-1', 'jessica-fontaine', 'thy-bui', 'regina-ting-chen', 'valerie-jane-parker', 'cody-wilkie', 'chris-mayers', 'mary-rachel-colins', 'william-tokarsky', 'mary-kraft', 'danya-levine', 'oliver-kasiske', 'kathrine-barnes', 'patrick-conley', 'katerina-eichenberger', 'gabe-gibbons-1', 'ginny-gibbons', 'britton-edwards', 'neil-edwards-1', 'nathan-edwards-1', 'virginia-edwards-1', 'ava-bee-kelly', 'maggie-brown-kelly', 'penelope-samson', 'chris-t-brown', 'stacy-sheets', 'brandon-watson', 'anna-britt', 'matthew-philips', 'jeremiah-blount', 'tyler-forsythe', 'matt-foster-2', 'nick-gibbons-2', 'fred-mephisto', 'phil-samson-1', 'josh-skierski', 'leo-barron', 'richard-bedell', 'james-bell-19', 'david-blais', 'christopher-holt', 'lesley-langford', 'kevin-meaux', 'dena-santoriello', 'michael-staley', 'matthew-john-swab', 'albert-troup', 'renee-invictus', 'paula-navarro-2', 'alan-steadman']"
mr-mrs-smith-2005,2005,119.0,"['drama', 'thriller', 'action', 'comedy']",['doug-liman'],"['brad-pitt', 'angelina-jolie', 'vince-vaughn', 'adam-brody', 'kerry-washington', 'keith-david', 'chris-weitz', 'rachael-huntley', 'michelle-monaghan', 'stephanie-march', 'jennifer-morrison', 'theresa-barrera', 'perrey-reeves', 'melanie-tolbert', 'jerry-t-adams', 'elijah-alexander', 'hans-f-alexander', 'lauryn-alvarez', 'burke-armstrong', 'ron-bottitta', 'earl-h-bullock', 'miguel-angel-caballero', 'victor-a-chapa', 'maree-cheatham', 'laine-collins', 'noah-dahl', 'merrilee-dale', 'chris-daniels', 'patrika-darbo', 'jennifer-demille', 'tyce-diorio', 'patricia-donaldson', 'sabi-dorr', 'greg-ellis', 'david-escobedo', 'kaela-freeman', 'megan-gallagher', 'amy-hathaway', 'jessica-hedden', 'kathrine-herzer', 'nigel-hudson', 'ravil-isyanov', 'stephanie-ittleson', 'mark-ivanir', 'benton-jennings', 'simon-kinberg', 'peter-lavin', 'deren-tadlock', 'sean-mahon', 'kevin-makely', 'mike-mccaul', 'derek-medina', 'will-moore', 'joel-munoz', 'mark-newsom', 'richie-ornelas', 'jordan-osher', 'edward-padilla', 'eugene-c-palmer', 'luis-racer', 'liz-ramos', 'leonard-robinson', 'felix-a-ruiz', 'sam-sabbah', 'kim-schioldan', 'ty-sharp', 'jimmy-shubert', 'abigail-rose-solomon', 'hannah-von-kanel', 'ali-marsh', 'kim-h-winther', 'michael-winther', 'michael-john-wolfe', 'jeff-yagher', 'bryan-anthony-1', 'douglas-caldwell', 'rj-durell', 'melissa-hurley', 'jacqui-landrum', 'carol-mack', 'michael-morris-5', 'gloria-rodriguez', 'linda-kathleen-taylor', 'anne-vardanian', 'ara-vardanian', 'luis-vasquez', 'john-w-woodruff', 'angela-bassett', 'william-fichtner', 'david-block-2', 'john-branch', 'julius-callahan', 'shilo-frontierro', 'lisa-gabriel', 'tony-longo', 'janelle-marra', 'heather-petrone', 'bill-viney', 'hawk-younkins', 'matt-mccolm', 'mo-gallini']"
mousehunt,1997,98.0,"['comedy', 'family']",['gore-verbinski'],"['nathan-lane', 'lee-evans', 'vicki-lewis', 'maury-chaykin', 'eric-christmas', 'michael-jeter', 'debra-christofferson', 'camilla-soeberg', 'ian-abercrombie', 'annabelle-gurwitch', 'eric-poppick', 'ernie-sabella', 'william-hickey', 'christopher-walken', 'cliff-emmich', 'melanie-macqueen', 'brianna-shebby', 'danielle-shebb', 'leslie-upson', 'mario-cantone', 'peter-anthony-rocca', 'steve-bean', 'suzanne-krull', 'william-frankfather', 'patrick-thomas', 'peter-gregory', 'ej-callahan', 'susan-blommaert', 'valorie-armstrong', 'michael-x-sommers', 'michael-k-ross', 'jose-rey-1', 'carmen-filpi', 'harper-roisman', 'david-fresco', 'scott-alan-smith', 'sarah-dampf', 'orville-stoeber', 'david-weisenberg', 'fred-pierce', 'clement-blake', 'saverio-carubia', 'pep-torres', 'jack-angeles', 'greg-bronson', 'whit-hertford', 'frank-welker']"
the-curse-of-frankenstein,1957,83.0,"['science-fiction', 'horror']",['terence-fisher'],"['peter-cushing', 'hazel-court', 'robert-urquhart', 'christopher-lee', 'melvyn-hayes', 'valerie-gaunt', 'paul-hardtmuth', 'noel-hood', 'fred-johnson', 'claude-kingston', 'alex-gallier', 'michael-mulcaster', 'andrew-leigh', 'middleton-woods', 'raymond-ray', 'sally-walsh-1', 'anne-blake']"
the-rocky-horror-picture-show,1975,100.0,"['fantasy', 'horror', 'comedy', 'science-fiction']",['jim-sharman'],"['tim-curry', 'susan-sarandon', 'barry-bostwick', 'richard-obrien-1', 'patricia-quinn', 'nell-campbell', 'jonathan-adams-1', 'peter-hinwood', 'meat-loaf', 'charles-gray', 'jeremy-newson', 'hilary-farr', 'pierre-bedenes', 'christopher-biggins', 'gaye-brown', 'ishaq-bux', 'stephen-calcutt', 'hugh-cecil', 'imogen-claire', 'tony-cowan', 'sadie-corre', 'fran-fullenwider', 'lindsay-ingram', 'peggy-ledger', 'annabel-leventon', 'anthony-milner', 'pamela-obermeyer', 'tony-then', 'kimi-wong', 'henry-woolf', 'hyma-beckley', 'ernest-blyth', 'rufus-collins', 'victor-harrington', 'mark-johnson-7', 'juba-kennerley', 'petra-leah', 'frank-lester', 'koo-stark']"
