movie,year,mins,genres,directors,actors
the-wolf-of-wall-street,2013,180.0,"['comedy', 'drama', 'crime']",['martin-scorsese'],"['leonardo-dicaprio', 'jonah-hill', 'margot-robbie', 'matthew-mcconaughey', 'kyle-chandler', 'rob-reiner', 'jon-bernthal', 'jon-favreau', 'jean-dujardin', 'joanna-lumley', 'cristin-milioti', 'christine-ebersole', 'shea-whigham', 'katarina-cas', 'pj-byrne-2', 'kenneth-choi', 'brian-sacca', 'henry-zebrowski', 'ethan-suplee', 'barry-rothbart', 'jake-hoffman', 'mackenzie-meehan', 'rich-dietl-1', 'jon-spinogatti', 'aya-cash', 'rizwan-manji-1', 'stephanie-kurtzuba', 'j-c-mackenzie-1', 'ashlie-atkinson', 'thomas-middleditch', 'stephen-kunken', 'edward-herrmann-1', 'jordan-belfort', 'ted-griffin', 'fran-lebowitz', 'robert-clohessy', 'natasha-newman-thomas', 'sandra-nelson', 'johnnie-mae', 'christina-jeffs', 'sabina-maschi', 'zana-markelson', 'welker-white', 'danny-flaherty', 'carla-corvo', 'dustin-kerns', 'ashley-blankenship-1', 'madison-mckinley', 'dierdre-reimold', 'kerry-malloy', 'frank-van-putten', 'aaron-lazar', 'steve-routman-1', 'steve-witting', 'charley-morgan', 'michael-nathanson', 'natalie-bensel', 'tess-olivia', 'jaclyn-keys', 'krista-ashworth', 'kathleen-fellegara', 'john-bernard-martin', 'jamel-daniels', 'dan-bittner', 'john-behlmann', 'ward-horton', 'bret-shuford', 'paul-monte-jr', 'ellen-sexton', 'brian-tweedy', 'jt-oconnor', 'steven-boyer', 'danny-a-abeckaser', 'tracy-friedman', 'matthew-rauch', 'michael-izquierdo', 'donnie-keshawarz', 'johnathan-tchaikovsky', 'aaron-glaser', 'ben-rameaka', 'ben-loving', 'brian-charles-johnson', 'sebastian-tillinger', 'chris-riggi', 'dan-hunter', 'meghan-rafferty', 'jose-ramon-rosario', 'davram-stiefler', 'dan-daily', 'ben-van-bergen', 'matte-osian', 'michael-devine', 'jason-furlani-1', 'scott-nicholson-1', 'jeremy-bobb', 'dean-auer', 'tom-greer', 'sharon-jones', 'starr-duncan-lowe', 'saundra-williams', 'emily-tremaine', 'zineb-oukach', 'loretta-o-booz', 'shea-coleman', 'giselle-eisenberg', 'deema-aitken', 'ashley-springer', 'justin-anthony-long', 'gregory-perri', 'viki-boyle', 'chris-caldovino', 'marcos-a-gonzalez', 'chris-matesevac', 'justin-yllanes', 'remy-bennett', 'catherine-curtin', 'paul-urcioli', 'jamie-oconnell', 'michael-ohara-2', 'lawrence-lau', 'michael-bryan-french', 'adria-baratta', 'armen-garo', 'garry-pastore', 'louis-vanaria', 'lawrence-smith-1', 'hardy-winburn', 'allyson-carr', 'peter-youngblood-hills', 'daniel-hepner', 'brendan-griffin', 'derek-milman', 'victor-verhaeghe', 'jared-houseman', 'spike-jonze', 'martin-scorsese', 'silvia-kal', 'tommy-bayiokos', 'gianni-biasetti-jr', 'rick-bolander', 'spenser-granese', 'julian-brand', 'kenneth-carrella', 'austin-farwell', 'zach-miko', 'tyler-evan-rowe', 'stefano-villabona', 'gregory-brown-2', 'tucker-bryan', 'michael-jefferson', 'bryan-burton', 'mike-catapano', 'steven-conroy', 'kelsey-deanne', 'maria-di-angelis', 'london-hall', 'rosemary-howard', 'chris-kerson', 'natasha-kojic', 'ben-leasure', 'will-macadam', 'jeff-moffitt', 'chris-nunez', 'seregon-odassey', 'joseph-oliveira', 'michael-power', 'nicole-rutigliano-1', 'sibyl-santiago', 'vitaliy-shtabnoy', 'madeleine-wade', 'blago-simon', 'david-wenzel', 'joe-zaso', 'claudette-lali', 'francis-brooke', 'martin-klebba', 'michael-dubuc', 'geoffrey-jd-payne', 'judah-mcfadden']"
twins,1988,107.0,['comedy'],['ivan-reitman'],"['arnold-schwarzenegger', 'danny-devito', 'kelly-preston', 'chloe-webb', 'bonnie-bartlett-1', 'marshall-bell', 'trey-wilson', 'david-caruso', 'hugh-obrian', 'tony-jay', 'nehemiah-persoff', 'maury-chaykin', 'tom-mccleister', 'david-efron', 'peter-dvorsky', 'robert-harper', 'rosemary-dunsmore', 'lora-milligan', 'richard-defaut', 'richard-portnow', 'sa-griffin', 'billy-d-lucas', 'lew-hopson', 'frances-bay', 'marvin-j-mcintyre', 'cary-hiroyuki-tagawa', 'wayne-grace', 'thomas-wagner', 'jay-arlen-jones', 'ty-granderson-jones', 'elizabeth-kaitan', 'tom-platz', 'roger-callard', 'jason-reitman', 'catherine-reitman', 'dendrie-taylor', 'sven-ole-thorsen', 'gus-rethwisch', 'linda-porter', 'bruce-mcbroom', 'joe-medjuck', 'frank-davis-2', 'john-michael-bolger', 'steve-reevis', 'jeff-beck', 'terry-bozzio', 'tony-hymas', 'nicolette-larson', 'jill-avery', 'dustin-amy', 'heather-graham', 'peter-kent', 'raymond-storti']"
jack-reacher,2012,130.0,"['crime', 'thriller', 'drama', 'action']",['christopher-mcquarrie-1'],"['tom-cruise', 'rosamund-pike', 'richard-jenkins', 'david-oyelowo', 'werner-herzog', 'jai-courtney', 'robert-duvall', 'vladimir-sizov', 'joseph-sikora', 'nicole-forester', 'michael-raymond-james', 'alexia-fast', 'josh-helman-1', 'james-martin-kelly', 'dylan-kussman', 'denver-milord', 'susan-angelo', 'julia-yorks', 'delilah-picart', 'joe-coyle', 'alicia-murton', 'peter-gannon', 'david-whalen', 'tristan-elma', 'sophie-guest', 'michael-minor', 'scott-a-martin', 'cj-ramirez', 'teri-clark', 'jarid-faubel', 'sara-lindsey', 'jace-jeanes', 'andrei-runtso', 'efka-kvaraciejus', 'lee-child', 'tommy-lafitte', 'kristen-dalton', 'jordan-trovillion', 'annie-kitral', 'lissy-gulick', 'catherine-albers', 'larissa-emanuele', 'jason-mccune', 'shane-callahan', 'joshua-elijah-reese', 'nathan-hollabaugh', 'christopher-stadulis', 'joe-fishel', 'robert-liscio', 'ronn-surels', 'jackson-nunn']"
ghost-ship,2002,91.0,"['mystery', 'horror', 'thriller']",['steve-beck'],"['gabriel-byrne', 'julianna-margulies', 'desmond-harrington', 'ron-eldard', 'isaiah-washington', 'karl-urban', 'emily-browning', 'francesca-rettondini', 'bob-ruggiero', 'jamie-giddens', 'alex-dimitriades', 'boris-brkic', 'iain-gardiner', 'adam-bieshaar', 'cameron-watt']"
west-side-story,1961,153.0,"['romance', 'drama', 'crime']","['robert-wise', 'jerome-robbins']","['natalie-wood', 'richard-beymer', 'russ-tamblyn', 'rita-moreno', 'george-chakiris', 'simon-oakland', 'ned-glass', 'william-bramley', 'tucker-smith', 'tony-mordente', 'david-winters', 'eliot-feld', 'bert-michaels', 'david-bean', 'robert-banas', 'scooter-teague', 'harvey-evans', 'tommy-abbott', 'susan-oakes', 'gina-trikonis', 'carole-dandrea', 'jose-de-vega', 'jay-norman', 'gus-trikonis', 'eddie-verso', 'jaime-rogers', 'larry-roquemore', 'robert-e-thompson', 'nick-navarro-1', 'rudy-del-campo', 'andre-tayir', 'yvonne-wilder', 'suzie-kaye', 'nobuko-miyamoto-1', 'martin-abrahams', 'john-angelo', 'john-astin', 'francesca-bellini', 'jacqulin-cole', 'roy-goldman-1', 'elaine-joyce', 'priscilla-lopez', 'lou-ruggiero', 'penny-santon', 'pat-tribble', 'gary-troy-1', 'marni-nixon', 'roxanne-tunis']"
zola,2020,86.0,"['comedy', 'crime']",['janicza-bravo'],"['taylour-paige', 'riley-keough', 'colman-domingo', 'nicholas-braun', 'ariel-stachel', 'nelcie-souffrant', 'nasir-rahim', 'jason-mitchell-1', 'ts-madison', 'latasha-glenn', 'kalesha-johnson', 'natalie-mimms', 'shadae-mitchell', 'oleika-redd', 'tommy-foxhill', 'ben-bladon', 'tony-demil', 'ernest-emmanuel-peeples', 'joseph-sanders', 'brett-chesebro', 'carl-collanus', 'jay-dersahagian', 'rusty-dumhoff', 'mark-fiedler', 'alex-flash', 'matt-harding-1', 'richard-lariviere', 'bob-lawton', 'ernest-lee-wilson-jr', 'josh-locy', 'pedro-armando-medina', 'thomas-nash', 'bill-pierce', 'michael-worden', 'kyle-williams-5', 'andrew-romano', 'sophie-hall-1', 'angelo-diaz', 'rico-paris', 'michael-aceveda', 'anibal-echevarria-bonet', 'max-guevara', 'harold-hernandez', 'david-rodriguez-18', 'bernard-lyght', 'michael-opal', 'eric-salas', 'doug-walker', 'jarquale-stewart', 'drew-rin-varick', 'megan-hayes']"
the-kissing-booth-2,2020,132.0,"['comedy', 'romance']",['vince-marcello'],"['joey-king', 'jacob-elordi', 'joel-courtney', 'molly-ringwald', 'taylor-zakhar-perez', 'maisie-richardson-sellers', 'meganne-young', 'stephen-jennings', 'carson-white', 'bianca-bosch', 'camilla-wolfson', 'zandile-madliwa', 'judd-krok', 'sanda-shandu', 'hilton-pelser', 'frances-sholto-douglas', 'evan-hengst', 'joshua-daniel-eady', 'trent-rowe', 'michelle-allen-2', 'nathan-lynn', 'byron-langley', 'morne-visser', 'chloe-williams', 'd-david-morin', 'aidan-scott-1', 'joseph-gaza', 'caleb-swanepoel', 'dylan-edy', 'julian-place', 'glen-biderman-pam', 'julie-summers', 'jason-k-ralph', 'robyn-scott', 'kevin-otto', 'amrain-ismail-essop', 'waldemar-schultz', 'tasche-adams', 'maria-pretorius', 'sean-barenblatt', 'shana-mans', 'toni-jean-erasmus', 'jeanne-neilson', 'grant-ross', 'motsi-tekateka', 'kai-luke-brummer', 'nadia-kretschmer', 'lya-du-toit', 'robin-b-smith', 'cesar-velasquez-ponce', 'bianca-amato', 'carishma-basday', 'noa-milan', 'matthew-dylan-roberts']"
please-hold-2020,2020,18.0,"['science-fiction', 'comedy']",['kd-davila'],"['erick-lopez', 'doreen-calderon', 'daniel-edward-mora', 'ruben-davila', 'john-alton-1', 'greg-karber', 'dani-messerschmidt', 'brian-paison', 'shaun-s-sutton', 'devon-davila', 'rubina-davila', 'nadia-trinidad-1']"
get-a-clue,2002,83.0,"['comedy', 'mystery', 'tv-movie', 'family']",['maggie-greenwald-1'],"['lindsay-lohan', 'bug-hall', 'ian-gomez', 'brenda-song', 'al-mukaddam', 'dan-lett-1', 'amanda-plummer', 'charles-shaughnessy', 'kim-roberts-1', 'eric-fink', 'jennifer-pisana', 'judy-sinclair', 'marilyn-boyle', 'keenan-macwilliam', 'sugith-varughese', 'suzanne-cyr', 'roger-dunn-1', 'sylvia-lennick', 'brittany-whittingstall', 'ashley-newbrough', 'cheryl-macinnis', 'don-ritchie', 'timm-zemanek', 'gerry-quigley', 'edie-inksetter', 'catherine-mcnally', 'gina-vasic', 'hazel-gorin', 'bubba', 'regan-moore', 'ermes-blarasin', 'angelica-lisk-hann', 'brittney-banks']"
spoiler-alert-2022,2022,110.0,"['romance', 'drama', 'comedy']",['michael-showalter'],"['jim-parsons', 'ben-aldridge', 'sally-field', 'bill-irwin', 'josh-pais', 'antoni-porowski', 'nikki-m-james', 'jeffery-self', 'tara-summers', 'winslow-bright', 'allegra-heart', 'sadie-scott', 'scott-burik', 'supriya-ganesh', 'eleni-yiovas', 'shunori-ramanathan', 'kate-pittard-1', 'paco-lozano', 'christine-renee-miller', 'erica-cho', 'brody-caines']"
f1,2025,156.0,"['drama', 'action']",['joseph-kosinski'],"['brad-pitt', 'damson-idris', 'javier-bardem', 'kerry-condon', 'tobias-menzies', 'kim-bodnia', 'sarah-niles', 'will-merrick', 'joseph-balderrama', 'abdul-salis', 'callie-cooke', 'samson-kayo', 'simon-kunz', 'liz-kingsman', 'simone-ashley', 'ramona-von-pusch', 'barney-smith', 'poppy-smith-2', 'luciano-bacheta', 'rosie-dwyer', 'martin-brundle', 'david-croft-1', 'leigh-diffey', 'shea-whigham', 'patrick-long-4', 'will-redmond-1', 'michael-aaron-milligan', 'kyle-rankin-1', 'rachel-walters', 'steven-sean-garland', 'avis-marie-barnes', 'will-buxton', 'rachel-brookes', 'natalie-pinkham', 'maria-thoma-1', 'tom-clarkson-1', 'martin-savage', 'zoe-olivia-1', 'tiesto', 'elena-rivers', 'nancy-carroll-1', 'ankur-bahl', 'mohammed-alkhoori', 'salwa-al-hadhrami', 'sal-lopez', 'darius-de-la-cruz', 'gabriel-rivas-2', 'alexander-albon', 'fernando-alonso', 'oliver-bearman', 'valtteri-bottas', 'franco-colapinto', 'nyck-de-vries', 'jack-doohan', 'pierre-gasly', 'zhou-guanyu-1', 'lewis-hamilton', 'nico-hulkenberg', 'liam-lawson', 'charles-leclerc-1', 'kevin-magnussen-1', 'lando-norris', 'esteban-ocon', 'sergio-perez-2', 'oscar-piastri', 'daniel-ricciardo', 'george-russell-1', 'carlos-sainz-jr', 'logan-sargeant', 'lance-stroll', 'yuki-tsunoda-1', 'zak-brown-1', 'max-verstappen', 'christian-horner-3', 'guenther-steiner', 'lawrence-stroll', 'frederic-vasseur', 'james-vowles', 'toto-wolff', 'stefano-domenicali', 'simon-minter', 'mykyta-rozenko']"
matt-and-mara,2024,80.0,['drama'],['kazik-radwanski'],"['deragh-campbell', 'matt-johnson-7', 'mounir-al-shami', 'emma-healey', 'avery-nayman', 'marlowe-granados', 'simon-reynolds', 'kinshuk-dhingra', 'georgia-tannis', 'jack-nguyen-2', 'michael-kolberg', 'johnathan-pappo', 'andrew-matthews-4', 'courtenay-field', 'natasha-advani-thangkhiew', 'edmundo-arceo-hernandez', 'carlyn-bezic', 'mark-grundy', 'anni-spadafora', 'terren-milligan', 'naomi-kaplan', 'alex-lo-1', 'sydney-waters', 'ava-mattern', 'linda-pagnotta', 'david-menear', 'linda-theresa-young', 'jim-phu-1', 'lazzelle-gelias', 'melissa-mendes', 'robyn-bacon', 'kevin-tseng-2', 'peter-mathewson', 'alejandra-zapico', 'simla-civelek', 'ellsworth-rustia', 'cristina-paoletta', 'sam-sullivan-3', 'joana-ellis', 'chris-sellors']"
the-angry-birds-movie,2016,97.0,"['adventure', 'animation', 'family', 'comedy']","['clay-kaytis', 'fergal-reilly']","['jason-sudeikis', 'josh-gad', 'danny-mcbride', 'maya-rudolph', 'bill-hader', 'peter-dinklage', 'sean-penn', 'keegan-michael-key-1', 'kate-mckinnon', 'tony-hale-1', 'hannibal-buress', 'ike-barinholtz', 'tituss-burgess', 'ian-hecox', 'anthony-padilla', 'jillian-bell', 'billy-eichner', 'danielle-brooks', 'blake-shelton', 'charli-xcx', 'romeo-santos', 'cristela-alonzo', 'adam-brown-4', 'ava-acres-1', 'geoffrey-arend', 'malena-brewer', 'catherine-winder', 'alex-borstein', 'john-cohen', 'max-charles', 'clay-kaytis', 'matthew-j-mccarthy', 'vincent-oswald', 'fergal-reilly', 'samantha-cohen', 'kevin-bigley', 'maddie-taylor', 'josh-robert-thompson', 'ali-wong', 'mckenna-grace', 'bella-lardieri', 'aidan-mcgraw', 'fred-tatasciore', 'eileen-marra', 'indra-raval', 'joaquin-raval', 'sofie-wolfe']"
locke,2013,85.0,"['thriller', 'drama']",['steven-knight'],"['tom-hardy', 'ruth-wilson', 'andrew-scott', 'olivia-colman', 'tom-holland-4', 'ben-daniels-1', 'bill-milner', 'alice-lowe', 'danny-webb', 'lee-ross', 'silas-carson', 'kirsty-dillon']"
hotel-transylvania-transformania,2022,92.0,"['fantasy', 'comedy', 'animation', 'adventure', 'family']","['derek-drymon', 'jennifer-kluska']","['andy-samberg', 'selena-gomez', 'kathryn-hahn', 'jim-gaffigan', 'steve-buscemi', 'molly-shannon', 'david-spade', 'keegan-michael-key-1', 'brian-hull', 'fran-drescher', 'brad-abrell', 'asher-blinkoff', 'tyler-blevins-1', 'zoe-berri', 'genndy-tartakovsky', 'asher-bishop', 'jennifer-kluska', 'victoria-gomez-1', 'derek-drymon', 'aaron-laplante', 'melissa-sturm', 'chloe-malaise', 'scott-underwood-1', 'michelle-murdocca', 'william-townsend', 'david-beron', 'natalia-castellanos', 'todd-haberkorn-4', 'jess-harnell', 'marabina-jaimes', 'lex-lang', 'caitlin-mckenna', 'david-michie', 'diego-osorio', 'juan-pacheco', 'jacqueline-pinol', 'ben-pronsky', 'michelle-ruff', 'fred-tatasciore', 'amanda-troop', 'debra-wilson', 'michael-leon-wooley']"
hellraiser,1987,94.0,"['thriller', 'horror', 'fantasy']",['clive-barker'],"['clare-higgins', 'ashley-laurence', 'sean-chapman', 'oliver-smith', 'andrew-robinson-1', 'robert-hines', 'doug-bradley', 'grace-kirby', 'nicholas-vince', 'simon-bamford', 'anthony-allen', 'leon-davis', 'michael-cassidy-1', 'frank-baker-1', 'kenneth-nelson', 'gay-baynes', 'niall-buggy', 'dave-atkins', 'oliver-parker', 'sharon-bower', 'raul-newney', 'pamela-sholto']"
come-and-see,1985,142.0,"['war', 'drama']",['elem-klimov'],"['aleksei-kravchenko', 'olga-mironova', 'liubomiras-laucevicius', 'vladas-bagdonas', 'juri-lumiste', 'viktors-lorencs', 'kazimir-rabetsky', 'yevgeni-tilicheyev', 'aleksandr-berda', 'g-velts', 'viktor-vasiliev', 'igor-gnevashev', 'vasiliy-domrachyov', 'gennadiy-yelkin', 'evgeniy-kryzhanovskiy', 'n-lisichenok', 'viktor-manaev', 'takhir-matyullin', 'pyotr-merkuryev', 'valentin-mishatkin-1', 'gennady-matytskiy', 'yevgeniya-polyakova', 'anatoly-slivnikov', 'georgiy-strokov', 'tatyana-shestakova', 'oleg-shapko', 'nina-evdokimova', 'valery-kravchenko', 'aleksandra-ravenskikh', 'aleksandr-solopov', 'igor-bezyaev-1', 'yakov-ovchukov-suvorov', 'svetlana-zelenkovskaya']"
mickey-17,2025,137.0,"['comedy', 'adventure', 'science-fiction']",['bong-joon-ho'],"['robert-pattinson', 'naomi-ackie', 'steven-yeun-1', 'mark-ruffalo', 'toni-collette', 'anamaria-vartolomei', 'daniel-henshall', 'patsy-ferran', 'stephen-park-1', 'tim-key', 'holliday-grainger', 'michael-monroe-3', 'cameron-britton', 'edward-davis', 'ian-hanmore', 'lloyd-hutchinson-1', 'christian-patterson', 'samuel-blenkin', 'sabet-choudhury', 'rose-shalloo', 'bronwyn-james', 'milo-james', 'jude-mack', 'thomas-turgoose', 'adam-colborne', 'tom-cawte', 'ellen-robertson', 'sam-woodhams', 'kayla-meikle', 'haydn-gwynne', 'theo-ogundipe', 'jamila-wingett', 'spike-white', 'angus-imrie', 'afolabi-alli', 'anna-mouglalis']"
4-little-girls,1997,102.0,"['documentary', 'tv-movie']",['spike-lee'],"['maxine-mcnair', 'chris-mcnair', 'helen-pegues', 'queen-nunn', 'arthur-hanes-jr', 'howell-raines', 'harold-mcnair', 'carole-c-smitherman', 'wamo-reed-robertson', 'dianne-braddock', 'carolyn-lee-brown', 'alpha-robertson', 'wyatt-tee-walker', 'fred-lee-shuttlesworth', 'florence-terrell', 'gwendolyn-white', 'doris-lockhart', 'gerald-colbert', 'freeman-hrabowski-iii', 'shirley-wesley-king', 'carolyn-m-mckinstry', 'david-j-vann', 'bill-baxley', 'albert-boutwell', 'andrew-young', 'taylor-branch', 'nadean-s-williams', 'janie-gaines', 'rhonda-nunn-thomas', 'james-bevel', 'tommy-wrenn', 'george-wallace-4', 'nicholas-katzenbach', 'billie-harris', 'ricky-powell', 'lillie-brown', 'ossie-davis-1', 'mahalia-jackson', 'barbara-nunn', 'john-cross-3', 'barbara-cross', 'morris-marshall', 'junie-collins', 'diane-nash', 'faye-davis', 'coretta-scott-king', 'walter-cronkite', 'bill-cosby', 'jesse-jackson', 'reggie-white', 'ralph-abernathy', 'david-brinkley', 'addie-mae-collins', 'james-farmer', 'martin-luther-king-jr', 'spike-lee', 'denise-mcnair', 'cynthia-wesley', 'carole-rosamond-robertson']"
loves-of-a-blonde,1965,81.0,"['comedy', 'drama', 'romance']",['milos-forman'],"['hana-brejchova', 'vladimir-pucholt', 'vladimir-mensik', 'ivan-kheil', 'jiri-hruby', 'milada-jezkova', 'josef-sebanek', 'josef-kolb', 'marie-salacova', 'jana-novakova-2', 'jarka-crkalova', 'tana-zelinkova', 'zdena-lorencova', 'jan-vostrcil', 'antonin-blazejovsky', 'm-zednickova', 'slavoj-banzet', 'ota-heinitz', 'otto-sattler', 'antonin-keyr', 'jindrich-heidelberg', 'dana-valtova', 'v-viskova', 'arnost-vrana']"
perfume-the-story-of-a-murderer,2006,147.0,"['drama', 'crime', 'fantasy']",['tom-tykwer'],"['ben-whishaw', 'alan-rickman', 'rachel-hurd-wood', 'dustin-hoffman', 'john-hurt', 'karoline-herfurth', 'david-calder', 'simon-chandler', 'sian-thomas', 'jessica-schwarz', 'corinna-harfouch', 'paul-berrondo', 'timothy-davies', 'sam-douglas', 'harris-gordon', 'sara-forestier-1', 'joanna-griffiths', 'birgit-minichmayr', 'alvaro-roque', 'franck-lefeuvre', 'michael-smiley', 'richard-felix', 'francesc-albiol', 'gonzalo-cunill', 'roger-salvany', 'reg-wilson', 'catherine-boisgontier', 'nuria-casas', 'carlos-gramaje', 'walter-cots', 'perry-millward', 'jan-cortes', 'berta-ros', 'joan-serrats', 'jaume-montane', 'bridget-mcconnell', 'duna-jove', 'dora-romano', 'carolina-vera', 'ramon-pujol-1', 'anna-gelman', 'laura-gelman', 'guillermo-ayesa', 'anna-diogene', 'montserrat-maso', 'toby-harper', 'jerome-willis', 'fermi-reixach', 'derek-smee', 'albert-perez', 'artur-sala', 'thomas-lenox', 'richard-collins-moore', 'francesca-pinon', 'nico-baixas', 'enric-arquimbau', 'oriol-tramvia', 'cristina-sola', 'laura-vidal-traver', 'ariadna-cabrol', 'maia-jenkinson', 'andres-herrera']"
soapdish,1991,97.0,['comedy'],['michael-hoffman'],"['sally-field', 'kevin-kline', 'robert-downey-jr', 'cathy-moriarty', 'teri-hatcher', 'paul-johansson', 'elisabeth-shue', 'whoopi-goldberg', 'arne-nannestad', 'tim-choate', 'kathy-najimy', 'costas-mandylor', 'cornelia-kiss', 'rob-camilletti', 'marianne-muellerleile', 'carrie-fisher', 'mary-pat-gleason', 'sheila-kelley-1', 'ivory-ocean', 'ben-stein', 'barry-kivel', 'david-byron', 'willie-garson', 'garry-marshall', 'vince-melocchi', 'brixton-karnes', 'wai-ching-ho', 'phil-leeds', 'herta-ware', 'dorothy-patterson', 'armando-molina', 'clive-rosengren', 'leeza-gibbons', 'stephen-nichols', 'john-tesh']"
alpha-and-omega,2010,88.0,"['adventure', 'family', 'comedy', 'romance', 'animation']","['ben-gluck', 'anthony-bell']","['justin-long', 'hayden-panettiere', 'dennis-hopper', 'danny-glover', 'larry-miller', 'eric-price-1', 'vicki-lewis', 'chris-carmack', 'kevin-sussman', 'brian-donovan-1', 'christina-ricci', 'elizabeth-tulloch', 'christine-lakin', 'mindy-sterling', 'fred-tatasciore', 'nika-futterman', 'mela-lee', 'steve-vinovich', 'aziz-ansari', 'eric-lopez', 'marilyn-tokuda', 'maya-kay']"
justice-league-throne-of-atlantis,2015,72.0,"['action', 'adventure', 'science-fiction', 'animation']",['ethan-spaulding'],"['sean-astin', 'rosario-dawson', 'nathan-fillion', 'christopher-gorham', 'matt-lanter', 'sumalee-montano', 'jerry-oconnell', 'jason-omara', 'shemar-moore', 'samuel-witwer', 'juliet-landau', 'harry-lennix', 'sirena-irwin', 'patrick-cavanaugh', 'george-newbern-1', 'jay-johnson', 'melique-berger', 'steve-blum-2', 'larry-cedar', 'barry-dennen', 'paul-eiding', 'matthew-yang-king', 'khary-payton', 'andrea-romano', 'michael-rosenbaum']"
modern-times,1936,87.0,"['drama', 'romance', 'comedy']",['charlie-chaplin'],"['charlie-chaplin', 'paulette-goddard', 'henry-bergman', 'tiny-sandford', 'chester-conklin', 'hank-mann', 'stanley-blystone', 'al-ernest-garcia', 'richard-alexander', 'cecil-reynolds', 'mira-mckinney', 'murdock-macquarrie', 'wilfred-lucas', 'edward-lesaint', 'fred-malatesta', 'sammy-stein', 'juana-sutton', 'ted-oliver', 'norman-ainsley', 'walter-bacon', 'bobby-barber', 'heinie-conklin-1', 'gloria-dehaven', 'gloria-delson', 'pat-flaherty', 'frank-hagney', 'chuck-hamilton', 'pat-harmon', 'lloyd-ingraham', 'walter-james', 'edward-kimball', 'jack-low', 'buddy-messinger-1', 'bruce-mitchell', 'frank-moran', 'james-c-morton', 'dorothy-mueller', 'louis-natheaux', 'j-c-nugent', 'russ-powell', 'john-rand', 'wyn-ritchie-evans', 'harry-wilson']"
black-mirror-san-junipero,2016,61.0,"['tv-movie', 'drama', 'thriller', 'science-fiction']",['owen-harris'],"['gugu-mbatha-raw', 'mackenzie-davis', 'denise-burse', 'raymond-mcanally', 'gavin-stenhouse', 'cheryl-anderson-3', 'jackson-bews', 'annabel-davis', 'billy-griffin-jr', 'paul-lawrence-kitson', 'jeff-mash']"
the-earrings-of-madame-de,1953,105.0,"['drama', 'romance']",['max-ophuls'],"['charles-boyer', 'danielle-darrieux-1', 'vittorio-de-sica-1', 'jean-debucourt', 'jean-galland', 'mireille-perrey', 'paul-azais', 'jacques-josselin-1', 'hubert-noel', 'lia-di-leo', 'gerard-buhr', 'jean-toulout', 'madeleine-barbulee', 'charles-bayard', 'jacques-beauvais', 'jean-degrave', 'claire-duhamel', 'guy-favieres', 'emile-genevois', 'serge-lecointe', 'franck-maurice', 'daniel-mendaille', 'albert-michel', 'robert-moor', 'max-megy', 'georges-paulais', 'leon-pauleon', 'colette-regis', 'louis-sainteve', 'michel-salina', 'germaine-stainval', 'roger-vincent', 'georges-vitray', 'leon-walther', 'rene-worms']"
the-producers-2005,2005,135.0,['comedy'],['susan-stroman'],"['nathan-lane', 'matthew-broderick', 'uma-thurman', 'will-ferrell', 'gary-beach', 'roger-bart', 'eileen-essell', 'michael-mckean', 'david-huddleston', 'debra-monk', 'andrea-martin', 'jon-lovitz', 'bryn-dowling', 'meg-gillentine', 'kevin-ligon', 'ray-wills', 'marilyn-sokol', 'brad-oscar', 'tory-ross', 'brent-barrett', 'peter-bartlett', 'jim-borstelmann', 'kathy-fitzgerald', 'jai-rodriguez', 'jason-antoon', 'jonathan-freeman', 'john-barrowman-1', 'fred-applegate', 'jerry-richardson', 'timothy-shew', 'danny-mastrogiorgio', 'richard-kind', 'james-biberi', 'mel-brooks', 'dan-bittner', 'ronn-carroll', 'nancy-johnston', 'francesca-harper', 'roland-rusinek', 'dana-lorge-1', 'eileen-casey', 'alice-cannon', 'kevin-sebastian', 'karen-shallo']"
